PeriodeAttente,Region,Delais_d'attente,Chirurgie_generale,Chirurgie_orthopedique,Chirurgie_plastique,Chirurgie_vasculaire,Neurochirurgie,Obstetrique_et_gynecologie,Ophtalmologie,ORL_chirurgie_cervico-faciale,Urologie,Autres,Total
2021-P05,RSS13,6 à 12 mois,188,554,67,45,0,118,31,252,31,12,1298
2021-P05,RSS13,Plus d'1 an,90,160,33,9,0,41,4,26,1,0,364
2021-P05,RSS14,0 à 6 mois,927,553,169,60,0,249,1102,504,295,74,3933
2021-P05,RSS14,6 à 12 mois,534,705,115,25,0,86,492,359,49,30,2395
2021-P05,RSS14,Plus d'1 an,86,127,135,8,0,3,121,112,44,1,637
2021-P05,RSS15,0 à 6 mois,982,1451,107,67,0,612,732,195,279,140,4565
2021-P05,RSS15,6 à 12 mois,834,1151,210,36,0,293,358,170,201,78,3331
2021-P05,RSS15,Plus d'1 an,176,63,100,15,0,28,9,48,139,16,594
2021-P05,RSS16,0 à 6 mois,1893,2934,419,31,64,852,2294,845,626,155,10113
2021-P05,RSS16,6 à 12 mois,1237,2145,306,21,39,585,1534,739,229,69,6904
2021-P05,RSS16,Plus d'1 an,383,653,98,6,45,84,74,291,58,12,1704
2021-P06,RSS01,0 à 6 mois,283,642,1,0,0,101,358,92,188,245,1910
2021-P06,RSS01,6 à 12 mois,242,102,16,0,0,38,255,19,26,45,743
2021-P06,RSS01,Plus d'1 an,10,0,1,0,0,0,0,0,0,7,18
2021-P06,RSS02,0 à 6 mois,719,959,135,35,189,238,590,185,215,120,3385
2021-P06,RSS02,6 à 12 mois,335,434,146,29,54,64,277,95,179,76,1689
2021-P06,RSS02,Plus d'1 an,60,42,89,7,6,10,52,9,36,7,318
2021-P06,RSS03,0 à 6 mois,1423,1656,137,75,242,481,1510,1076,597,314,7511
2021-P06,RSS03,6 à 12 mois,550,1014,245,17,75,191,628,201,183,133,3237
2021-P06,RSS03,Plus d'1 an,87,94,50,0,2,10,14,11,7,5,280
2021-P06,RSS04,0 à 6 mois,945,898,89,109,68,402,1284,214,464,200,4673
2021-P06,RSS04,6 à 12 mois,197,376,142,19,41,70,389,106,135,155,1630
2021-P06,RSS04,Plus d'1 an,2,9,41,2,4,1,12,3,30,0,104
2021-P06,RSS05,0 à 6 mois,1032,983,644,51,102,547,1289,366,316,174,5504
2021-P06,RSS05,6 à 12 mois,384,486,101,3,85,140,689,231,131,118,2368
2021-P06,RSS05,Plus d'1 an,118,104,48,1,3,21,64,99,77,32,567
2021-P06,RSS06,0 à 6 mois,4572,3927,2204,203,325,2010,5055,1503,1519,997,22315
2021-P06,RSS06,6 à 12 mois,2951,3769,1814,97,266,940,4325,2104,931,518,17715
2021-P06,RSS06,Plus d'1 an,920,763,784,16,98,102,544,726,559,66,4578
2021-P06,RSS07,0 à 6 mois,580,447,100,28,66,260,817,231,79,156,2764
2021-P06,RSS07,6 à 12 mois,375,463,138,14,57,95,339,189,42,105,1817
2021-P06,RSS07,Plus d'1 an,86,393,25,1,122,20,41,35,73,32,828
2021-P06,RSS08,0 à 6 mois,272,371,28,0,0,193,178,33,69,123,1267
2021-P06,RSS08,6 à 12 mois,86,381,3,0,0,34,120,11,73,37,745
2021-P06,RSS08,Plus d'1 an,29,162,0,0,0,2,0,0,15,0,208
2021-P06,RSS09,0 à 6 mois,126,192,21,0,0,54,128,31,16,97,665
2021-P06,RSS09,6 à 12 mois,62,53,0,0,0,22,19,6,1,52,215
2021-P06,RSS09,Plus d'1 an,7,1,0,0,0,0,1,0,1,9,19
2021-P06,RSS10,0 à 6 mois,45,0,0,0,0,19,0,0,0,0,64
2021-P06,RSS10,6 à 12 mois,8,0,0,0,0,9,0,13,0,0,30
2021-P06,RSS10,Plus d'1 an,0,0,0,0,0,1,0,0,0,0,1
2021-P06,RSS11,0 à 6 mois,172,169,5,0,0,43,215,73,21,29,727
2021-P06,RSS11,6 à 12 mois,35,90,4,0,0,7,7,23,1,10,177
2021-P06,RSS11,Plus d'1 an,5,4,0,0,0,1,1,0,0,1,12
2021-P06,RSS12,0 à 6 mois,727,1016,203,0,0,358,907,247,258,437,4153
2021-P06,RSS12,6 à 12 mois,362,420,184,0,0,117,551,139,81,61,1915
2021-P06,RSS12,Plus d'1 an,23,18,17,0,0,3,3,28,7,4,103
2021-P06,RSS13,0 à 6 mois,289,427,69,58,0,120,288,234,95,12,1592
2021-P06,RSS13,6 à 12 mois,154,508,68,28,0,116,42,195,27,13,1151
2021-P06,RSS13,Plus d'1 an,83,190,39,8,0,40,4,30,4,1,399
2021-P06,RSS14,0 à 6 mois,872,606,155,60,0,284,782,454,343,57,3613
2021-P06,RSS14,6 à 12 mois,626,740,145,37,0,96,692,390,70,50,2846
2021-P06,RSS14,Plus d'1 an,110,174,153,11,0,5,130,125,45,0,753
2021-P06,RSS15,0 à 6 mois,973,1325,123,47,0,575,603,147,283,135,4211
2021-P06,RSS15,6 à 12 mois,848,1353,190,44,0,318,296,210,200,90,3549
2021-P06,RSS15,Plus d'1 an,220,101,109,17,0,37,13,40,154,20,711
2021-P06,RSS16,0 à 6 mois,1858,3035,413,31,70,730,2311,697,609,152,9906
2021-P06,RSS16,6 à 12 mois,1229,2172,323,19,37,587,1656,797,226,93,7139
2021-P06,RSS16,Plus d'1 an,446,711,108,6,50,92,86,278,68,14,1859
2021-P07,RSS01,0 à 6 mois,302,650,0,0,0,75,510,69,171,224,2001
2021-P07,RSS01,6 à 12 mois,169,66,0,0,0,29,187,17,14,41,523
2021-P07,RSS01,Plus d'1 an,20,0,0,0,0,0,2,0,0,5,27
2021-P07,RSS02,0 à 6 mois,788,1078,161,36,167,273,774,204,259,130,3870
2021-P07,RSS02,6 à 12 mois,276,346,127,18,67,57,195,66,143,83,1378
2021-P07,RSS02,Plus d'1 an,66,48,91,12,6,12,71,11,45,9,371
2021-P07,RSS03,0 à 6 mois,1570,1797,158,79,263,499,1510,1135,544,367,7922
2021-P07,RSS03,6 à 12 mois,431,785,250,12,70,149,431,140,160,104,2532
2021-P07,RSS03,Plus d'1 an,96,86,96,0,1,6,15,10,6,3,319
2021-P07,RSS04,0 à 6 mois,1117,974,93,100,78,449,1290,212,456,225,4994
2021-P07,RSS04,6 à 12 mois,143,270,107,11,30,59,315,73,126,138,1272
2021-P07,RSS04,Plus d'1 an,1,17,62,5,7,1,9,7,31,5,145
2021-P07,RSS05,0 à 6 mois,1074,1121,577,49,135,599,1321,437,354,214,5881
2021-P07,RSS05,6 à 12 mois,303,402,101,0,67,136,503,195,109,107,1923
2021-P07,RSS05,Plus d'1 an,118,114,39,1,6,20,52,96,77,29,552
2021-P07,RSS06,0 à 6 mois,4793,4814,2368,212,331,2195,5883,1728,1639,1147,25110
2021-P07,RSS06,6 à 12 mois,2451,3216,1619,82,231,809,3588,1618,805,454,14873
2021-P07,RSS06,Plus d'1 an,947,832,801,15,104,112,692,742,518,70,4833
2021-P07,RSS07,0 à 6 mois,640,461,102,22,61,324,1139,295,111,247,3402
2021-P07,RSS07,6 à 12 mois,335,408,121,11,49,85,265,145,42,81,1542
2021-P07,RSS07,Plus d'1 an,111,405,31,2,128,28,48,52,73,19,897
2021-P07,RSS08,0 à 6 mois,271,374,27,0,0,188,178,33,53,121,1245
2021-P07,RSS08,6 à 12 mois,43,303,2,0,0,28,112,7,56,37,588
2021-P07,RSS08,Plus d'1 an,22,167,0,0,0,0,0,1,16,0,206
2021-P07,RSS09,0 à 6 mois,127,177,21,0,0,51,129,67,5,121,698
2021-P07,RSS09,6 à 12 mois,46,41,0,0,0,12,17,4,1,45,166
2021-P07,RSS09,Plus d'1 an,10,1,0,0,0,0,1,1,1,9,23
2021-P07,RSS10,0 à 6 mois,29,0,0,0,0,18,0,0,0,3,50
2021-P07,RSS10,6 à 12 mois,4,0,0,0,0,6,0,3,0,0,13
2021-P07,RSS10,Plus d'1 an,0,0,0,0,0,2,0,0,0,0,2
2021-P07,RSS11,0 à 6 mois,147,201,5,0,0,57,248,66,20,43,787
2021-P07,RSS11,6 à 12 mois,35,82,4,0,0,4,11,21,1,9,167
2021-P07,RSS11,Plus d'1 an,5,11,0,0,0,2,1,2,0,1,22
2021-P07,RSS12,0 à 6 mois,753,1085,188,0,0,363,1037,245,278,453,4402
2021-P07,RSS12,6 à 12 mois,337,280,173,0,0,88,484,101,61,44,1568
2021-P07,RSS12,Plus d'1 an,50,21,21,0,0,3,11,32,9,2,149
2021-P07,RSS13,0 à 6 mois,310,550,71,67,0,155,279,264,145,14,1855
2021-P07,RSS13,6 à 12 mois,123,399,56,20,0,97,42,146,26,10,919
2021-P07,RSS13,Plus d'1 an,74,188,41,8,0,39,5,27,4,1,387
2021-P07,RSS14,0 à 6 mois,918,702,151,63,0,270,727,481,350,60,3722
2021-P07,RSS14,6 à 12 mois,546,620,140,34,0,73,531,327,55,41,2367
2021-P07,RSS14,Plus d'1 an,128,228,140,12,0,7,142,136,46,1,840
2021-P07,RSS15,0 à 6 mois,1055,1573,112,55,0,502,605,144,298,137,4481
2021-P07,RSS15,6 à 12 mois,724,1266,157,40,0,307,175,172,199,82,3122
2021-P07,RSS15,Plus d'1 an,226,111,129,15,0,44,18,30,150,22,745
2021-P07,RSS16,0 à 6 mois,2000,3450,452,39,71,768,2582,805,634,185,10986
2021-P07,RSS16,6 à 12 mois,977,1865,281,17,26,477,1223,596,206,76,5744
2021-P07,RSS16,Plus d'1 an,426,771,112,6,55,106,123,282,62,21,1964
2021-P08,RSS01,0 à 6 mois,325,691,0,0,0,82,565,88,182,216,2149
2021-P08,RSS01,6 à 12 mois,153,55,0,0,0,18,167,13,7,33,446
2021-P08,RSS01,Plus d'1 an,32,0,0,0,0,0,5,0,0,2,39
2021-P08,RSS02,0 à 6 mois,678,934,107,53,84,322,794,274,289,144,3679
2021-P08,RSS02,6 à 12 mois,225,190,55,19,44,57,118,61,128,72,969
2021-P08,RSS02,Plus d'1 an,79,24,53,15,11,11,31,11,62,7,304
2021-P08,RSS03,0 à 6 mois,1760,1913,141,80,256,504,1672,1248,659,431,8664
2021-P08,RSS03,6 à 12 mois,318,713,239,11,79,120,240,99,137,85,2041
2021-P08,RSS03,Plus d'1 an,97,85,116,0,0,9,21,5,3,6,342
2021-P08,RSS04,0 à 6 mois,1112,996,96,100,62,446,1346,212,453,247,5070
2021-P08,RSS04,6 à 12 mois,106,194,92,8,19,51,230,47,118,105,970
2021-P08,RSS04,Plus d'1 an,4,21,71,2,7,0,12,8,32,15,172
2021-P08,RSS05,0 à 6 mois,1178,1236,419,45,156,586,1449,479,380,244,6172
2021-P08,RSS05,6 à 12 mois,271,312,300,2,44,131,365,157,96,72,1750
2021-P08,RSS05,Plus d'1 an,116,108,44,1,7,25,40,91,89,30,551
2021-P08,RSS06,0 à 6 mois,5205,5168,2528,197,359,2331,6700,2001,1688,1268,27445
2021-P08,RSS06,6 à 12 mois,1982,2658,1398,55,202,651,2831,1214,664,361,12016
2021-P08,RSS06,Plus d'1 an,954,952,789,19,99,119,859,755,482,71,5099
2021-P08,RSS07,0 à 6 mois,710,502,112,24,69,411,1223,340,114,207,3712
2021-P08,RSS07,6 à 12 mois,313,342,112,12,44,82,246,130,42,83,1406
2021-P08,RSS07,Plus d'1 an,135,423,34,2,135,29,56,64,77,29,984
2021-P08,RSS08,0 à 6 mois,292,409,13,0,0,176,208,28,51,96,1273
2021-P08,RSS08,6 à 12 mois,49,236,4,0,0,20,79,9,44,32,473
2021-P08,RSS08,Plus d'1 an,18,159,0,0,0,0,0,0,18,2,197
2021-P08,RSS09,0 à 6 mois,146,182,21,0,0,52,167,73,13,149,803
2021-P08,RSS09,6 à 12 mois,35,36,0,0,0,16,11,5,1,38,142
2021-P08,RSS09,Plus d'1 an,10,4,0,0,0,0,1,0,1,12,28
2021-P08,RSS10,0 à 6 mois,62,0,0,0,0,20,0,0,0,3,85
2021-P08,RSS10,6 à 12 mois,3,0,0,0,0,4,0,3,0,0,10
2021-P08,RSS11,0 à 6 mois,150,246,3,0,0,53,275,61,11,49,848
2021-P08,RSS11,6 à 12 mois,44,37,4,0,0,2,5,17,2,7,118
2021-P08,RSS11,Plus d'1 an,8,8,0,0,0,1,2,2,0,2,23
2021-P08,RSS12,0 à 6 mois,769,1147,185,0,0,327,1314,222,286,487,4737
2021-P08,RSS12,6 à 12 mois,301,227,168,0,0,86,424,72,65,39,1382
2021-P08,RSS12,Plus d'1 an,91,23,30,0,0,5,51,30,10,5,245
2021-P08,RSS13,0 à 6 mois,311,546,90,68,0,173,302,252,134,13,1889
2021-P08,RSS13,6 à 12 mois,115,331,39,19,0,74,30,101,15,7,731
2021-P08,RSS13,Plus d'1 an,69,202,41,3,0,47,7,29,5,3,406
2021-P08,RSS14,0 à 6 mois,992,749,130,60,0,271,701,512,347,51,3813
2021-P08,RSS14,6 à 12 mois,503,483,141,31,0,50,508,252,81,32,2081
2021-P08,RSS14,Plus d'1 an,127,229,149,15,0,8,161,155,46,5,895
2021-P08,RSS15,0 à 6 mois,1125,1682,117,59,0,446,666,162,274,175,4706
2021-P08,RSS15,6 à 12 mois,612,1000,122,36,0,286,79,126,175,63,2499
2021-P08,RSS15,Plus d'1 an,272,134,156,17,0,33,17,28,119,38,814
2021-P08,RSS16,0 à 6 mois,2015,3695,490,43,66,769,2803,863,612,227,11583
2021-P08,RSS16,6 à 12 mois,816,1657,221,15,35,336,948,453,181,46,4708
2021-P08,RSS16,Plus d'1 an,410,849,123,3,48,81,160,259,65,18,2016
2021-P09,RSS01,0 à 6 mois,366,717,0,0,0,86,610,76,190,204,2249
2021-P09,RSS01,6 à 12 mois,116,54,0,0,0,14,169,14,0,27,394
2021-P09,RSS01,Plus d'1 an,54,0,0,0,0,1,7,0,0,6,68
2021-P09,RSS02,0 à 6 mois,589,829,98,50,64,332,790,273,287,100,3412
2021-P09,RSS02,6 à 12 mois,261,219,60,23,41,63,81,52,129,43,972
2021-P09,RSS02,Plus d'1 an,82,38,56,19,14,12,40,18,70,9,358
2021-P09,RSS03,0 à 6 mois,1764,1970,81,81,251,492,1729,1231,626,408,8633
2021-P09,RSS03,6 à 12 mois,196,625,242,4,79,89,122,64,147,74,1642
2021-P09,RSS03,Plus d'1 an,38,77,153,0,1,6,20,2,2,6,305
2021-P09,RSS04,0 à 6 mois,1206,976,90,83,48,428,1411,252,469,321,5284
2021-P09,RSS04,6 à 12 mois,105,167,58,6,11,41,227,22,101,87,825
2021-P09,RSS04,Plus d'1 an,4,23,74,1,8,0,16,4,30,30,190
2021-P09,RSS05,0 à 6 mois,1181,1339,366,34,181,627,1477,543,400,254,6402
2021-P09,RSS05,6 à 12 mois,234,267,322,1,40,121,284,132,84,40,1525
2021-P09,RSS05,Plus d'1 an,123,78,24,0,6,21,32,73,83,34,474
2021-P09,RSS06,0 à 6 mois,5091,5472,2571,197,372,2307,7114,2116,1802,1240,28282
2021-P09,RSS06,6 à 12 mois,1753,2317,1274,42,190,593,2081,927,576,293,10046
2021-P09,RSS06,Plus d'1 an,974,1051,748,21,81,125,1086,715,434,81,5316
2021-P09,RSS07,0 à 6 mois,741,451,102,29,69,422,1281,377,115,192,3779
2021-P09,RSS07,6 à 12 mois,253,283,103,12,47,91,194,92,37,70,1182
2021-P09,RSS07,Plus d'1 an,165,440,51,3,139,35,64,70,69,23,1059
2021-P09,RSS08,0 à 6 mois,283,415,11,0,0,179,265,31,65,106,1355
2021-P09,RSS08,6 à 12 mois,45,226,4,0,0,13,40,2,25,33,388
2021-P09,RSS08,Plus d'1 an,20,153,0,0,0,2,1,0,20,7,203
2021-P09,RSS09,0 à 6 mois,179,202,35,0,0,61,228,45,9,171,930
2021-P09,RSS09,6 à 12 mois,33,30,0,0,0,13,9,3,1,39,128
2021-P09,RSS09,Plus d'1 an,8,8,0,0,0,1,0,1,1,15,34
2021-P09,RSS10,0 à 6 mois,47,0,0,0,0,14,0,0,0,3,64
2021-P09,RSS10,6 à 12 mois,1,0,0,0,0,4,0,2,0,0,7
2021-P09,RSS11,0 à 6 mois,134,237,3,0,0,53,259,52,12,34,784
2021-P09,RSS11,6 à 12 mois,34,24,2,0,0,3,3,9,2,4,81
2021-P09,RSS11,Plus d'1 an,11,8,0,0,0,1,2,2,0,3,27
2021-P09,RSS12,0 à 6 mois,737,1233,201,0,0,331,1349,213,320,516,4900
2021-P09,RSS12,6 à 12 mois,302,217,145,0,0,84,491,67,60,46,1412
2021-P09,RSS12,Plus d'1 an,132,28,52,0,0,12,101,30,12,7,374
2021-P09,RSS13,0 à 6 mois,321,595,102,61,0,179,370,245,130,7,2010
2021-P09,RSS13,6 à 12 mois,74,240,27,18,0,50,32,75,12,9,537
2021-P09,RSS13,Plus d'1 an,70,205,43,3,0,51,8,25,3,5,413
2021-P09,RSS14,0 à 6 mois,1050,846,128,57,0,271,912,546,360,78,4248
2021-P09,RSS14,6 à 12 mois,489,385,124,29,0,53,600,236,116,24,2056
2021-P09,RSS14,Plus d'1 an,137,266,164,23,0,10,166,197,47,6,1016
2021-P09,RSS15,0 à 6 mois,1191,1904,115,58,0,450,654,141,259,243,5015
2021-P09,RSS15,6 à 12 mois,524,859,99,32,0,223,62,97,138,62,2096
2021-P09,RSS15,Plus d'1 an,295,162,172,16,0,38,16,27,132,32,890
2021-P09,RSS16,0 à 6 mois,2069,3648,495,40,68,862,2831,921,668,227,11829
2021-P09,RSS16,6 à 12 mois,643,1499,181,16,25,297,738,390,150,31,3970
2021-P09,RSS16,Plus d'1 an,433,952,112,3,53,95,189,264,84,22,2207
2021-P10,RSS01,0 à 6 mois,386,744,0,0,0,86,622,81,196,199,2314
2021-P10,RSS01,6 à 12 mois,118,84,0,0,0,18,162,15,7,21,425
2021-P10,RSS01,Plus d'1 an,67,1,0,0,0,1,14,0,0,4,87
2021-P10,RSS02,0 à 6 mois,652,914,111,49,88,375,1194,298,318,103,4102
2021-P10,RSS02,6 à 12 mois,313,319,63,26,48,78,104,73,147,51,1222
2021-P10,RSS02,Plus d'1 an,105,57,71,19,18,16,52,25,80,11,454
2021-P10,RSS03,0 à 6 mois,1853,2118,62,89,242,572,1875,1456,736,472,9475
2021-P10,RSS03,6 à 12 mois,292,763,248,9,101,120,96,75,169,94,1967
2021-P10,RSS03,Plus d'1 an,50,110,168,0,1,15,20,1,5,9,379
2021-P10,RSS04,0 à 6 mois,1216,1065,56,71,69,463,1441,296,475,308,5460
2021-P10,RSS04,6 à 12 mois,173,209,91,11,7,52,385,27,112,90,1157
2021-P10,RSS04,Plus d'1 an,7,29,81,3,7,0,19,6,33,37,222
2021-P10,RSS05,0 à 6 mois,1323,1496,473,31,202,678,1708,572,387,230,7100
2021-P10,RSS05,6 à 12 mois,299,339,330,1,47,162,270,137,86,52,1723
2021-P10,RSS05,Plus d'1 an,140,92,26,0,11,27,104,96,93,41,630
2021-P10,RSS06,0 à 6 mois,5379,5790,2821,226,366,2357,7945,2384,1828,1249,30345
2021-P10,RSS06,6 à 12 mois,1845,2325,1256,33,178,648,1907,868,581,305,9946
2021-P10,RSS06,Plus d'1 an,1081,1173,863,17,99,134,1150,761,445,107,5830
2021-P10,RSS07,0 à 6 mois,749,477,109,29,53,457,1477,400,111,205,4067
2021-P10,RSS07,6 à 12 mois,244,275,84,12,61,111,192,87,39,76,1181
2021-P10,RSS07,Plus d'1 an,190,437,66,5,145,37,66,72,71,22,1111
2021-P10,RSS08,0 à 6 mois,306,408,15,0,0,186,281,33,73,118,1420
2021-P10,RSS08,6 à 12 mois,43,227,4,0,0,24,37,4,23,33,395
2021-P10,RSS08,Plus d'1 an,26,143,0,0,0,3,0,0,22,8,202
2021-P10,RSS09,0 à 6 mois,182,182,35,0,0,61,229,69,17,134,909
2021-P10,RSS09,6 à 12 mois,34,30,0,0,0,11,12,3,3,36,129
2021-P10,RSS09,Plus d'1 an,7,9,0,0,0,2,0,1,2,13,34
2021-P10,RSS10,0 à 6 mois,53,0,0,0,0,16,0,0,0,3,72
2021-P10,RSS10,6 à 12 mois,1,0,0,0,0,4,0,2,0,0,7
2021-P10,RSS10,Plus d'1 an,0,0,0,0,0,1,0,0,0,0,1
2021-P10,RSS11,0 à 6 mois,151,262,4,0,0,54,255,65,16,35,842
2021-P10,RSS11,6 à 12 mois,34,22,2,0,0,2,1,9,1,4,75
2021-P10,RSS11,Plus d'1 an,9,10,0,0,0,2,0,3,0,2,26
2021-P10,RSS12,0 à 6 mois,753,1394,218,0,0,354,1368,264,323,474,5148
2021-P10,RSS12,6 à 12 mois,331,276,145,0,0,86,542,71,77,49,1577
2021-P10,RSS12,Plus d'1 an,145,33,66,0,0,14,129,40,16,7,450
2021-P10,RSS13,0 à 6 mois,398,612,112,76,0,197,537,286,178,5,2401
2021-P10,RSS13,6 à 12 mois,91,245,29,16,0,58,40,73,14,8,574
2021-P10,RSS13,Plus d'1 an,73,205,50,8,0,52,9,26,5,6,434
2021-P10,RSS14,0 à 6 mois,1178,901,142,59,0,263,1019,574,376,69,4581
2021-P10,RSS14,6 à 12 mois,536,433,133,33,0,54,586,280,151,24,2230
2021-P10,RSS14,Plus d'1 an,177,285,170,25,0,17,295,224,48,9,1250
2021-P10,RSS15,0 à 6 mois,1251,2055,183,60,0,515,679,212,274,177,5406
2021-P10,RSS15,6 à 12 mois,474,909,85,20,0,197,52,93,138,44,2012
2021-P10,RSS15,Plus d'1 an,316,227,186,16,0,45,12,29,133,32,996
2021-P10,RSS16,0 à 6 mois,2330,3709,503,51,76,909,2764,1014,736,164,12256
2021-P10,RSS16,6 à 12 mois,659,1585,225,15,22,313,942,415,172,35,4383
2021-P10,RSS16,Plus d'1 an,474,1035,124,4,62,116,293,282,98,24,2512
2021-P11,RSS01,0 à 6 mois,399,776,0,0,0,96,673,78,222,195,2439
2021-P11,RSS01,6 à 12 mois,92,111,0,0,0,17,92,18,13,12,355
2021-P11,RSS01,Plus d'1 an,98,1,0,0,0,1,15,0,0,5,120
2021-P11,RSS02,0 à 6 mois,678,837,128,48,95,394,1238,303,332,209,4262
2021-P11,RSS02,6 à 12 mois,316,327,52,30,48,89,91,89,133,32,1207
2021-P11,RSS02,Plus d'1 an,121,102,82,22,28,31,60,34,116,12,608
2021-P11,RSS03,0 à 6 mois,1890,2492,65,92,281,642,1922,1747,806,486,10423
2021-P11,RSS03,6 à 12 mois,289,648,185,8,95,112,49,95,133,74,1688
2021-P11,RSS03,Plus d'1 an,57,94,215,0,4,17,12,2,6,8,415
2021-P11,RSS04,0 à 6 mois,1224,1082,67,91,92,515,1463,340,470,332,5676
2021-P11,RSS04,6 à 12 mois,191,224,76,7,8,50,397,28,108,75,1164
2021-P11,RSS04,Plus d'1 an,14,34,90,1,8,2,35,4,41,42,271
2021-P11,RSS05,0 à 6 mois,1380,1687,509,34,220,745,1992,579,400,243,7789
2021-P11,RSS05,6 à 12 mois,345,341,340,2,45,168,305,130,80,45,1801
2021-P11,RSS05,Plus d'1 an,162,108,35,0,20,56,75,118,111,51,736
2021-P11,RSS06,0 à 6 mois,5416,5782,2824,260,401,2485,8349,2510,1910,1178,31115
2021-P11,RSS06,6 à 12 mois,1704,2205,1191,31,163,665,1599,761,521,279,9119
2021-P11,RSS06,Plus d'1 an,1222,1432,1020,15,114,203,1286,777,459,122,6650
2021-P11,RSS07,0 à 6 mois,732,498,108,33,48,436,2077,442,129,155,4658
2021-P11,RSS07,6 à 12 mois,227,223,71,10,54,146,445,84,58,158,1476
2021-P11,RSS07,Plus d'1 an,218,505,88,8,157,48,82,79,89,37,1311
2021-P11,RSS08,0 à 6 mois,292,431,21,0,0,160,320,38,96,92,1450
2021-P11,RSS08,6 à 12 mois,28,152,1,0,0,11,17,0,14,19,242
2021-P11,RSS08,Plus d'1 an,22,137,0,0,0,4,1,0,25,5,194
2021-P11,RSS09,0 à 6 mois,186,162,35,0,0,74,202,59,13,137,868
2021-P11,RSS09,6 à 12 mois,34,14,0,0,0,11,6,2,3,28,98
2021-P11,RSS09,Plus d'1 an,9,1,0,0,0,0,0,0,2,8,20
2021-P11,RSS10,0 à 6 mois,47,0,0,0,0,12,0,12,0,2,73
2021-P11,RSS10,6 à 12 mois,2,0,0,0,0,5,0,0,0,0,7
2021-P11,RSS10,Plus d'1 an,0,0,0,0,0,1,0,0,0,0,1
2021-P11,RSS11,0 à 6 mois,162,249,3,0,0,56,180,45,13,45,753
2021-P11,RSS11,6 à 12 mois,30,27,0,0,0,3,1,9,1,4,75
2021-P11,RSS11,Plus d'1 an,13,3,0,0,0,0,1,0,0,2,19
2021-P11,RSS12,0 à 6 mois,786,1476,239,0,0,371,1439,342,329,403,5385
2021-P11,RSS12,6 à 12 mois,285,230,126,0,0,75,443,80,70,159,1468
2021-P11,RSS12,Plus d'1 an,185,57,81,0,0,19,146,66,19,11,584
2021-P11,RSS13,0 à 6 mois,504,700,121,73,0,195,515,317,163,7,2595
2021-P11,RSS13,6 à 12 mois,90,279,24,18,0,61,40,90,16,8,626
2021-P11,RSS13,Plus d'1 an,84,237,61,6,0,58,13,40,4,8,511
2021-P11,RSS14,0 à 6 mois,1238,909,164,56,0,296,1239,591,354,84,4931
2021-P11,RSS14,6 à 12 mois,509,375,120,30,0,46,592,277,172,21,2142
2021-P11,RSS14,Plus d'1 an,258,379,185,30,0,27,335,268,60,11,1553
2021-P11,RSS15,0 à 6 mois,1405,2105,206,83,0,574,1003,280,301,192,6149
2021-P11,RSS15,6 à 12 mois,394,952,85,24,0,164,59,88,121,35,1922
2021-P11,RSS15,Plus d'1 an,370,269,206,16,0,51,10,34,167,42,1165
2021-P11,RSS16,0 à 6 mois,2338,3621,459,44,66,796,2796,967,698,151,11936
2021-P11,RSS16,6 à 12 mois,619,1535,213,10,30,233,962,322,166,31,4121
2021-P11,RSS16,Plus d'1 an,501,1179,148,9,65,123,366,292,114,25,2822
2021-P12,RSS01,0 à 6 mois,391,755,0,0,0,108,672,75,193,198,2392
2021-P12,RSS01,6 à 12 mois,46,119,0,0,0,19,52,18,16,11,281
2021-P12,RSS01,Plus d'1 an,141,0,0,0,0,0,28,3,0,9,181
2021-P12,RSS02,0 à 6 mois,642,849,177,49,73,388,1266,291,346,238,4319
2021-P12,RSS02,6 à 12 mois,312,341,31,21,35,100,79,72,138,30,1159
2021-P12,RSS02,Plus d'1 an,141,123,84,26,39,33,64,30,129,17,686
2021-P12,RSS03,0 à 6 mois,1863,2683,76,86,297,689,2078,1886,789,516,10963
2021-P12,RSS03,6 à 12 mois,288,527,149,4,102,102,47,85,99,72,1475
2021-P12,RSS03,Plus d'1 an,101,66,234,1,5,17,8,3,12,19,466
2021-P12,RSS04,0 à 6 mois,1228,1155,79,91,99,507,1455,359,538,338,5849
2021-P12,RSS04,6 à 12 mois,199,227,69,2,11,49,381,23,106,61,1128
2021-P12,RSS04,Plus d'1 an,25,45,74,1,8,4,59,5,50,59,330
2021-P12,RSS05,0 à 6 mois,1424,1781,587,40,237,787,2212,621,359,293,8341
2021-P12,RSS05,6 à 12 mois,387,337,351,3,43,182,320,130,90,44,1887
2021-P12,RSS05,Plus d'1 an,197,129,38,0,22,74,120,123,119,55,877
2021-P12,RSS06,0 à 6 mois,5580,5657,2887,256,453,2459,8815,2639,1921,1167,31834
2021-P12,RSS06,6 à 12 mois,1481,2042,1058,34,143,634,1336,639,513,267,8147
2021-P12,RSS06,Plus d'1 an,1293,1676,1112,18,133,258,1413,816,477,166,7362
2021-P12,RSS07,0 à 6 mois,729,563,104,38,52,422,2342,421,135,130,4936
2021-P12,RSS07,6 à 12 mois,214,233,55,10,48,182,446,50,61,138,1437
2021-P12,RSS07,Plus d'1 an,179,524,100,9,160,58,106,100,107,81,1424
2021-P12,RSS08,0 à 6 mois,320,448,9,0,0,152,428,34,73,102,1566
2021-P12,RSS08,6 à 12 mois,25,124,3,0,0,11,20,0,7,6,196
